method,p,n,trial,sigma,theta,error,error_max,error_min
Debias_Ridge,500,50,26,2.0,-0.017182540380393064,0.11420227650969451,1.3078672928115145,2.7785226726366837e-07
Imputed,500,50,27,2.0,-0.017182540380393064,0.10902097260070842,0.976223922481332,3.479918981916884e-06
Classical,500,50,27,2.0,-0.017182540380393064,0.3115607685518904,1.6561027288324355,4.179562676935988e-06
PPI_lambda1,500,50,27,2.0,-0.017182540380393064,0.11053408395475245,1.0061832188682152,3.934064680571977e-06
PPI_tuned,500,50,27,2.0,-0.017182540380393064,0.11053408395475245,1.0061832188682152,3.934064680571977e-06
Debias_Lasso,500,50,27,2.0,-0.017182540380393064,0.10985494600587063,0.9975547377855319,2.206291829012944e-06
Debias_ElasticNet,500,50,27,2.0,-0.017182540380393064,0.10977105315516064,0.9946442904098687,8.154804660625415e-06
Debias_Ridge,500,50,27,2.0,-0.017182540380393064,0.11033673180104121,1.0067358799132442,1.4225954070242419e-08
Imputed,500,50,28,2.0,-0.017182540380393064,0.10880315270456531,1.0153784004298525,3.6888886888045166e-10
Classical,500,50,28,2.0,-0.017182540380393064,0.3069366912391283,1.5360867562913298,1.1334391178031719e-05
PPI_lambda1,500,50,28,2.0,-0.017182540380393064,0.11019293456482634,0.9463086703516113,5.167400408537354e-09
PPI_tuned,500,50,28,2.0,-0.017182540380393064,0.12647619522049344,0.8334789499965533,1.1257589544991623e-07
Debias_Lasso,500,50,28,2.0,-0.017182540380393064,0.10885324068957947,0.9784736547158845,5.459627697349313e-11
Debias_ElasticNet,500,50,28,2.0,-0.017182540380393064,0.1114445803413053,0.9640784737114044,1.0538086490579779e-08
Debias_Ridge,500,50,28,2.0,-0.017182540380393064,0.11010256183651781,0.9846455472182731,3.866605054211997e-08
Imputed,500,50,29,2.0,-0.017182540380393064,0.11878158857981144,0.9507513877772287,2.2406108038820966e-07
Classical,500,50,29,2.0,-0.017182540380393064,0.28813124715239496,1.6571496680513234,4.673650467078872e-09
PPI_lambda1,500,50,29,2.0,-0.017182540380393064,0.12015245281143172,0.9183260221191147,8.167750154725131e-08
PPI_tuned,500,50,29,2.0,-0.017182540380393064,0.11592670508003866,0.8291949313138437,1.960081208890408e-09
Debias_Lasso,500,50,29,2.0,-0.017182540380393064,0.12132169992304423,0.9340111591325272,1.1405056262883637e-07
Debias_ElasticNet,500,50,29,2.0,-0.017182540380393064,0.12101335375830402,0.9108015100972077,1.2770343737590164e-07
Debias_Ridge,500,50,29,2.0,-0.017182540380393064,0.12065816143833685,0.94180360247851,2.023933827633217e-08
Imputed,500,100,0,2.0,-0.017182540380393064,0.15143644892896407,1.5256195174890328,1.9235339639504593e-07
Classical,500,100,0,2.0,-0.017182540380393064,0.25489864204093127,1.9665518947339713,7.708192166007062e-07
PPI_lambda1,500,100,0,2.0,-0.017182540380393064,0.15367171788670642,1.5415701105303619,8.570809558657457e-08
PPI_tuned,500,100,0,2.0,-0.017182540380393064,0.25489864204093127,1.9665518947339713,7.708192166007062e-07
Debias_Lasso,500,100,0,2.0,-0.017182540380393064,0.15179781102089895,1.5355421434743948,5.458992350488431e-07
Debias_ElasticNet,500,100,0,2.0,-0.017182540380393064,0.1521735022507777,1.576187973044068,3.977045543700768e-06
Debias_Ridge,500,100,0,2.0,-0.017182540380393064,0.1524897435423091,1.6695411330242544,3.608067769927177e-07
Imputed,500,100,1,2.0,-0.017182540380393064,0.1309634269632553,1.1750503388718991,7.638603683108463e-07
Classical,500,100,1,2.0,-0.017182540380393064,0.27401633167666534,1.3406057911407119,3.860420886929559e-08
PPI_lambda1,500,100,1,2.0,-0.017182540380393064,0.13267813800066053,1.256981570709136,3.016492135932459e-09
PPI_tuned,500,100,1,2.0,-0.017182540380393064,0.27401633167666534,1.3406057911407119,3.860420886929559e-08
Debias_Lasso,500,100,1,2.0,-0.017182540380393064,0.13103511268544668,1.16605034569857,5.813451652537515e-07
Debias_ElasticNet,500,100,1,2.0,-0.017182540380393064,0.13103511268544668,1.16605034569857,5.813451652537515e-07
Debias_Ridge,500,100,1,2.0,-0.017182540380393064,0.13224156609624396,1.2447031161926507,5.166872358162789e-07
Imputed,500,100,2,2.0,-0.017182540380393064,0.1480851715357437,1.6113273240433414,3.03113639415132e-08
Classical,500,100,2,2.0,-0.017182540380393064,0.263702155818709,1.6818353281409806,1.662640826139805e-05
PPI_lambda1,500,100,2,2.0,-0.017182540380393064,0.14975097008787983,1.6156213872411465,5.041621294300178e-06
PPI_tuned,500,100,2,2.0,-0.017182540380393064,0.1605131857096894,1.2024394957586013,3.1664037929314244e-08
Debias_Lasso,500,100,2,2.0,-0.017182540380393064,0.14842890983934512,1.6392983484138355,1.977089492099983e-08
Debias_ElasticNet,500,100,2,2.0,-0.017182540380393064,0.14836237925770387,1.6323317216475843,3.481430471479179e-08
Debias_Ridge,500,100,2,2.0,-0.017182540380393064,0.14858246424868873,1.6009847446194705,4.692657305558707e-08
Imputed,500,100,3,2.0,-0.017182540380393064,0.13466788001936755,1.3524882037043502,6.134700107650423e-06
Classical,500,100,3,2.0,-0.017182540380393064,0.2682331985540329,1.894244411214739,4.2269173541596494e-07
PPI_lambda1,500,100,3,2.0,-0.017182540380393064,0.1383186197385359,1.483796221700119,7.045572033573489e-07
PPI_tuned,500,100,3,2.0,-0.017182540380393064,0.22869404400333668,1.5478242724506852,1.8382767481691188e-06
Debias_Lasso,500,100,3,2.0,-0.017182540380393064,0.13465647877631742,1.3492364603759854,7.501460371462941e-06
Debias_ElasticNet,500,100,3,2.0,-0.017182540380393064,0.13465647877631742,1.3492364603759854,7.501460371462941e-06
Debias_Ridge,500,100,3,2.0,-0.017182540380393064,0.13639712739305215,1.476106175364844,3.2178368772782056e-06
Imputed,500,100,4,2.0,-0.017182540380393064,0.1451099393927149,1.3860793175345478,1.90408531815748e-07
Classical,500,100,4,2.0,-0.017182540380393064,0.2667822696569375,1.5105977269590187,1.4672793225440517e-06
PPI_lambda1,500,100,4,2.0,-0.017182540380393064,0.1475952624603969,1.3006260906733218,9.312989693966863e-09
PPI_tuned,500,100,4,2.0,-0.017182540380393064,0.1475952624603969,1.3006260906733218,9.312989693966863e-09
Debias_Lasso,500,100,4,2.0,-0.017182540380393064,0.14516849683167124,1.383656311364218,6.2811134548277305e-06
Debias_ElasticNet,500,100,4,2.0,-0.017182540380393064,0.1455863933836333,1.3858498362856793,1.5075813998852446e-07
Debias_Ridge,500,100,4,2.0,-0.017182540380393064,0.14658560790222672,1.3443646433717498,3.1961407546743128e-09
Imputed,500,100,5,2.0,-0.017182540380393064,0.14862382044410657,1.6109049576863983,5.0787572118342405e-06
Classical,500,100,5,2.0,-0.017182540380393064,0.25574136259104935,1.8419455150685506,3.895562018248811e-05
PPI_lambda1,500,100,5,2.0,-0.017182540380393064,0.15135926417244272,1.6738002926257889,1.7560947228646099e-06
PPI_tuned,500,100,5,2.0,-0.017182540380393064,0.25574136259104935,1.8419455150685506,3.895562018248811e-05
Debias_Lasso,500,100,5,2.0,-0.017182540380393064,0.14868465533987485,1.596374483311455,3.2667119553293597e-06
Debias_ElasticNet,500,100,5,2.0,-0.017182540380393064,0.14868465533987485,1.596374483311455,3.2667119553293597e-06
Debias_Ridge,500,100,5,2.0,-0.017182540380393064,0.15038803486947427,1.7102979606359041,1.5374140173776033e-06
Imputed,500,100,6,2.0,-0.017182540380393064,0.15311638039604986,1.3740316444314638,4.5930877552144095e-07
Classical,500,100,6,2.0,-0.017182540380393064,0.26944891163866896,1.6145997316721936,1.2907377442418079e-06
PPI_lambda1,500,100,6,2.0,-0.017182540380393064,0.1533829872267974,1.3704568388795901,1.0609649107787628e-05
PPI_tuned,500,100,6,2.0,-0.017182540380393064,0.1533829872267974,1.3704568388795901,1.0609649107787628e-05
Debias_Lasso,500,100,6,2.0,-0.017182540380393064,0.15334755930449268,1.3345285557123918,1.6046072179952407e-06
Debias_ElasticNet,500,100,6,2.0,-0.017182540380393064,0.15314333939945798,1.33769302136105,1.5926045483424597e-08
Debias_Ridge,500,100,6,2.0,-0.017182540380393064,0.15383323055849069,1.303218105510711,1.1074136277838197e-07
Imputed,500,100,7,2.0,-0.017182540380393064,0.13899813452487042,1.896296294829425,9.337719523863188e-07
Classical,500,100,7,2.0,-0.017182540380393064,0.26724502881725487,1.5281976962434127,1.5931525188428795e-06
PPI_lambda1,500,100,7,2.0,-0.017182540380393064,0.14040751039481802,1.907452063167371,8.864997657852669e-08
PPI_tuned,500,100,7,2.0,-0.017182540380393064,0.26724502881725487,1.5281976962434127,1.5931525188428795e-06
Debias_Lasso,500,100,7,2.0,-0.017182540380393064,0.13898581966869994,1.8813704175253578,1.6625413830109488e-06
Debias_ElasticNet,500,100,7,2.0,-0.017182540380393064,0.13898581966869994,1.8813704175253578,1.6625413830109488e-06
Debias_Ridge,500,100,7,2.0,-0.017182540380393064,0.14013971139066486,1.878986298920135,2.2784376284191033e-08
Imputed,500,100,8,2.0,-0.017182540380393064,0.140470438383366,1.2963796692019918,7.169781450570036e-06
Classical,500,100,8,2.0,-0.017182540380393064,0.2691003834924391,1.7596401203690535,3.1631219708741765e-07
PPI_lambda1,500,100,8,2.0,-0.017182540380393064,0.13999794095565657,1.3282701840983728,6.226506150204177e-07
PPI_tuned,500,100,8,2.0,-0.017182540380393064,0.2691003834924391,1.7596401203690535,3.1631219708741765e-07
Debias_Lasso,500,100,8,2.0,-0.017182540380393064,0.14087525084886543,1.3597853175219752,5.114929458281541e-07
Debias_ElasticNet,500,100,8,2.0,-0.017182540380393064,0.140826023080881,1.354515010746804,3.0830094864389615e-06
Debias_Ridge,500,100,8,2.0,-0.017182540380393064,0.14197966517076546,1.3515907929515145,3.0954586031989642e-09
Imputed,500,100,9,2.0,-0.017182540380393064,0.13548723486373124,1.4058239074262586,4.2625143677830307e-07
Classical,500,100,9,2.0,-0.017182540380393064,0.2641962860798681,2.023936478009408,1.504409249379951e-07
PPI_lambda1,500,100,9,2.0,-0.017182540380393064,0.1395946012517891,1.5430618479058829,9.830833598341128e-07
PPI_tuned,500,100,9,2.0,-0.017182540380393064,0.2641962860798681,2.023936478009408,1.504409249379951e-07
Debias_Lasso,500,100,9,2.0,-0.017182540380393064,0.13546076884032363,1.4058623728868072,1.9927256736422647e-06
Debias_ElasticNet,500,100,9,2.0,-0.017182540380393064,0.13546076884032363,1.4058623728868072,1.9927256736422647e-06
Debias_Ridge,500,100,9,2.0,-0.017182540380393064,0.1373932367967325,1.5047428652236552,4.165749629769262e-08
Imputed,500,100,10,2.0,-0.017182540380393064,0.15407756791415042,1.4221689797744372,3.6180340133463654e-07
Classical,500,100,10,2.0,-0.017182540380393064,0.2593183085001315,1.9256302339936722,2.2799674797679926e-06
PPI_lambda1,500,100,10,2.0,-0.017182540380393064,0.15510767641268688,1.351441648000609,1.2050667884572055e-07
PPI_tuned,500,100,10,2.0,-0.017182540380393064,0.15510767641268688,1.351441648000609,1.2050667884572055e-07
Debias_Lasso,500,100,10,2.0,-0.017182540380393064,0.15408207299017115,1.4215261168824973,1.8004114104570595e-07
Debias_ElasticNet,500,100,10,2.0,-0.017182540380393064,0.15408207299017115,1.4215261168824973,1.8004114104570595e-07
Debias_Ridge,500,100,10,2.0,-0.017182540380393064,0.15447096550879405,1.4208316935211422,5.3358140959282063e-11
Imputed,500,100,11,2.0,-0.017182540380393064,0.14469221460112794,1.4851785056839932,2.444022474203302e-09
Classical,500,100,11,2.0,-0.017182540380393064,0.2757298538606138,1.9957727909854364,2.445265860915198e-07
PPI_lambda1,500,100,11,2.0,-0.017182540380393064,0.15011003977286844,1.5641858708807126,4.703808316105146e-06
PPI_tuned,500,100,11,2.0,-0.017182540380393064,0.2757298538606138,1.9957727909854364,2.445265860915198e-07
Debias_Lasso,500,100,11,2.0,-0.017182540380393064,0.1447013988925988,1.4898432699287327,3.321596406744343e-07
Debias_ElasticNet,500,100,11,2.0,-0.017182540380393064,0.14469896065256482,1.488855504635061,1.787665109643591e-07
Debias_Ridge,500,100,11,2.0,-0.017182540380393064,0.1463372736470047,1.5449713118652368,3.0438073141835262e-05
Imputed,500,100,12,2.0,-0.017182540380393064,0.14840668597736728,1.5731142908028604,6.586247215203778e-07
Classical,500,100,12,2.0,-0.017182540380393064,0.26105274877853096,1.8375795806990505,3.309371981601074e-08
PPI_lambda1,500,100,12,2.0,-0.017182540380393064,0.15165607917059953,1.7198423892311234,1.4774325871238275e-06
PPI_tuned,500,100,12,2.0,-0.017182540380393064,0.15165607917059953,1.7198423892311234,1.4774325871238275e-06
Debias_Lasso,500,100,12,2.0,-0.017182540380393064,0.1486945212258519,1.5982104413548068,2.9288699677367645e-06
Debias_ElasticNet,500,100,12,2.0,-0.017182540380393064,0.148678458333751,1.599717617763014,2.4710767559816295e-06
Debias_Ridge,500,100,12,2.0,-0.017182540380393064,0.15027147538606897,1.6665643446733178,6.619321940484747e-06
Imputed,500,100,13,2.0,-0.017182540380393064,0.14279612661375102,0.9666768230117228,1.6815743134249656e-06
Classical,500,100,13,2.0,-0.017182540380393064,0.25583956987866385,1.563930519049929,6.189849509889025e-07
PPI_lambda1,500,100,13,2.0,-0.017182540380393064,0.1448072696841068,1.0372188116975511,2.3418084613312793e-08
PPI_tuned,500,100,13,2.0,-0.017182540380393064,0.25583956987866385,1.563930519049929,6.189849509889025e-07
Debias_Lasso,500,100,13,2.0,-0.017182540380393064,0.1430582875106248,0.9764312066147961,1.0733509229003632e-05
Debias_ElasticNet,500,100,13,2.0,-0.017182540380393064,0.14307174185729685,0.9784453536490573,3.701442998236984e-06
Debias_Ridge,500,100,13,2.0,-0.017182540380393064,0.14416389293298715,1.0342950453130044,2.3451358682932327e-07
Imputed,500,100,14,2.0,-0.017182540380393064,0.14135446894933812,1.1987198944837436,2.1320400635362157e-06
Classical,500,100,14,2.0,-0.017182540380393064,0.2636389191765805,1.6589377647179324,1.5692551769017938e-06
PPI_lambda1,500,100,14,2.0,-0.017182540380393064,0.14311327729113352,1.1305826244533272,1.7536394834971526e-07
PPI_tuned,500,100,14,2.0,-0.017182540380393064,0.1997500087599165,1.3731690442368358,1.5190825409671293e-07
Debias_Lasso,500,100,14,2.0,-0.017182540380393064,0.14138530857736628,1.2270247559380731,2.5080639523491133e-08
Debias_ElasticNet,500,100,14,2.0,-0.017182540380393064,0.14138166286737522,1.2280161196454022,3.769562117368376e-08
Debias_Ridge,500,100,14,2.0,-0.017182540380393064,0.1423936119492591,1.156322841620796,2.3720101211283156e-07
Imputed,500,100,15,2.0,-0.017182540380393064,0.14500066443542248,1.266573242711422,3.067515055549586e-07
Classical,500,100,15,2.0,-0.017182540380393064,0.2649030041068143,1.7980134093016988,1.6643164493143102e-06
PPI_lambda1,500,100,15,2.0,-0.017182540380393064,0.14658440558784736,1.3014686495296603,3.060094434693608e-07
PPI_tuned,500,100,15,2.0,-0.017182540380393064,0.14658440558784736,1.3014686495296603,3.060094434693608e-07
Debias_Lasso,500,100,15,2.0,-0.017182540380393064,0.14529758865662118,1.3125584081786703,1.3382425175797853e-07
Debias_ElasticNet,500,100,15,2.0,-0.017182540380393064,0.14529758865662118,1.3125584081786703,1.3382425175797853e-07
Debias_Ridge,500,100,15,2.0,-0.017182540380393064,0.14627988193032596,1.3146779066902825,4.5780637279976323e-07
Imputed,500,100,16,2.0,-0.017182540380393064,0.1487444225285217,1.2365329591261778,7.714334904704332e-07
Classical,500,100,16,2.0,-0.017182540380393064,0.24430491694351678,1.6809202246747499,1.109462199725628e-06
PPI_lambda1,500,100,16,2.0,-0.017182540380393064,0.1508999128783622,1.327277455062021,3.2928531661671132e-06
PPI_tuned,500,100,16,2.0,-0.017182540380393064,0.24430491694351678,1.6809202246747499,1.109462199725628e-06
Debias_Lasso,500,100,16,2.0,-0.017182540380393064,0.1487292480143812,1.2375158082067008,1.5696730857455017e-06
Debias_ElasticNet,500,100,16,2.0,-0.017182540380393064,0.1487292480143812,1.2375158082067008,1.5696730857455017e-06
Debias_Ridge,500,100,16,2.0,-0.017182540380393064,0.1502913150566096,1.3025563023373739,6.8692325042087775e-09
Imputed,500,100,17,2.0,-0.017182540380393064,0.14485999796440546,1.2822387125992205,2.361360732251075e-06
Classical,500,100,17,2.0,-0.017182540380393064,0.2563059672972653,1.8928565685902745,7.716876628561996e-07
PPI_lambda1,500,100,17,2.0,-0.017182540380393064,0.14886473002086886,1.3367198302311607,6.483105361413049e-08
PPI_tuned,500,100,17,2.0,-0.017182540380393064,0.14886473002086886,1.3367198302311607,6.483105361413049e-08
Debias_Lasso,500,100,17,2.0,-0.017182540380393064,0.14484603756498354,1.2737352500958175,2.2076244786153306e-09
Debias_ElasticNet,500,100,17,2.0,-0.017182540380393064,0.14486220860654078,1.2766820244668262,4.007173868097416e-07
Debias_Ridge,500,100,17,2.0,-0.017182540380393064,0.14634055241497249,1.3362506499310738,3.3896188818403315e-08
Imputed,500,100,18,2.0,-0.017182540380393064,0.14684442215095306,1.147894388169976,5.9650844976703e-08
Classical,500,100,18,2.0,-0.017182540380393064,0.2671994544541459,2.1468110608650104,5.2225275624029874e-09
PPI_lambda1,500,100,18,2.0,-0.017182540380393064,0.149210978883189,1.2442288425713972,4.03281064603724e-07
PPI_tuned,500,100,18,2.0,-0.017182540380393064,0.149210978883189,1.2442288425713972,4.03281064603724e-07
Debias_Lasso,500,100,18,2.0,-0.017182540380393064,0.14720657633971673,1.1338642763080857,1.1110474591286124e-08
Debias_ElasticNet,500,100,18,2.0,-0.017182540380393064,0.14713425586610737,1.1366654413555604,3.792145820189713e-07
Debias_Ridge,500,100,18,2.0,-0.017182540380393064,0.14825007184583233,1.1243359458175797,5.707818471535436e-07
Imputed,500,100,19,2.0,-0.017182540380393064,0.12907627506886774,1.4883834796118773,9.222000799190706e-07
Classical,500,100,19,2.0,-0.017182540380393064,0.2843950458954352,1.4929266240265286,9.781130491206702e-06
PPI_lambda1,500,100,19,2.0,-0.017182540380393064,0.13043058966908908,1.6539126402325401,5.242434445609188e-08
PPI_tuned,500,100,19,2.0,-0.017182540380393064,0.12430664348707435,1.4099003032092423,3.139937473286349e-06
Debias_Lasso,500,100,19,2.0,-0.017182540380393064,0.12914178688081057,1.4938976180071328,1.9750000200114145e-07
Debias_ElasticNet,500,100,19,2.0,-0.017182540380393064,0.12914178688081057,1.4938976180071328,1.9750000200114145e-07
Debias_Ridge,500,100,19,2.0,-0.017182540380393064,0.13006961530376535,1.4531965527440132,4.155966763722653e-06
Imputed,500,100,20,2.0,-0.017182540380393064,0.14711443345964964,1.4143086787028836,6.714127965465711e-07
Classical,500,100,20,2.0,-0.017182540380393064,0.2452995621372305,1.5817583514965339,7.57963814155959e-06
PPI_lambda1,500,100,20,2.0,-0.017182540380393064,0.14955194937302455,1.416320778964807,1.7042038975481368e-05
PPI_tuned,500,100,20,2.0,-0.017182540380393064,0.2452995621372305,1.5817583514965339,7.57963814155959e-06
Debias_Lasso,500,100,20,2.0,-0.017182540380393064,0.1476142657158744,1.3860475675745647,2.2458971984385303e-06
Debias_ElasticNet,500,100,20,2.0,-0.017182540380393064,0.14760407258120636,1.3831150651615562,4.674042683534874e-07
Debias_Ridge,500,100,20,2.0,-0.017182540380393064,0.14831952461378534,1.4132716971800627,3.86021936869653e-08
