method,p,n,N,trial,sigma,beta,theta,error,error_max,error_min
Debias_Ridge,800,100,1500,17,0.01,0,0.03088131,0.001796555,0.022786251,8.03E-09
Imputed,800,100,1500,18,0.01,0,0.03088131,0.001825837,0.029334189,1.30E-11
Classical,800,100,1500,18,0.01,0,0.03088131,0.288067204,2.270675521,1.66E-07
PPI_lambda1,800,100,1500,18,0.01,0,0.03088131,0.001825359,0.029289188,7.60E-09
PPI_tuned,800,100,1500,18,0.01,0,0.03088131,0.001825359,0.029289188,7.60E-09
Debias_Lasso,800,100,1500,18,0.01,0,0.03088131,0.001825816,0.029334137,4.17E-10
Debias_ElasticNet,800,100,1500,18,0.01,0,0.03088131,0.001825815,0.029334136,4.21E-10
Debias_Ridge,800,100,1500,18,0.01,0,0.03088131,0.0018256,0.029286711,1.67E-08
Imputed,800,100,1500,19,0.01,0,0.03088131,0.001770515,0.020667437,8.77E-09
Classical,800,100,1500,19,0.01,0,0.03088131,0.295845835,1.575268676,1.02E-07
PPI_lambda1,800,100,1500,19,0.01,0,0.03088131,0.00177097,0.020683338,1.06E-09
PPI_tuned,800,100,1500,19,0.01,0,0.03088131,0.00177097,0.020683338,1.06E-09
Debias_Lasso,800,100,1500,19,0.01,0,0.03088131,0.001770493,0.020671311,1.30E-08
Debias_ElasticNet,800,100,1500,19,0.01,0,0.03088131,0.001770493,0.020671311,1.30E-08
Debias_Ridge,800,100,1500,19,0.01,0,0.03088131,0.001770936,0.020687899,8.45E-10
Imputed,800,100,1500,20,0.01,0,0.03088131,0.001818398,0.016200554,4.32E-10
Classical,800,100,1500,20,0.01,0,0.03088131,0.298483051,1.934877663,2.14E-06
PPI_lambda1,800,100,1500,20,0.01,0,0.03088131,0.001818447,0.016242579,3.90E-08
PPI_tuned,800,100,1500,20,0.01,0,0.03088131,0.001818447,0.016242579,3.90E-08
Debias_Lasso,800,100,1500,20,0.01,0,0.03088131,0.001818379,0.016208897,4.53E-10
Debias_ElasticNet,800,100,1500,20,0.01,0,0.03088131,0.001818379,0.016208897,4.53E-10
Debias_Ridge,800,100,1500,20,0.01,0,0.03088131,0.00181844,0.016250703,2.03E-08
Imputed,800,100,1500,21,0.01,0,0.03088131,0.001938311,0.017342354,1.59E-09
Classical,800,100,1500,21,0.01,0,0.03088131,0.295519057,1.701420372,3.12E-07
PPI_lambda1,800,100,1500,21,0.01,0,0.03088131,0.001938316,0.017334888,8.36E-10
PPI_tuned,800,100,1500,21,0.01,0,0.03088131,0.001938316,0.017334888,8.36E-10
Debias_Lasso,800,100,1500,21,0.01,0,0.03088131,0.001938377,0.017334834,8.80E-12
Debias_ElasticNet,800,100,1500,21,0.01,0,0.03088131,0.001938377,0.017334834,8.80E-12
Debias_Ridge,800,100,1500,21,0.01,0,0.03088131,0.001938373,0.017322635,6.88E-10
Imputed,800,100,1500,22,0.01,0,0.03088131,0.001710239,0.015418637,1.20E-08
Classical,800,100,1500,22,0.01,0,0.03088131,0.277712063,1.986749422,2.10E-06
PPI_lambda1,800,100,1500,22,0.01,0,0.03088131,0.00171036,0.015405065,6.17E-09
PPI_tuned,800,100,1500,22,0.01,0,0.03088131,0.00171036,0.015405065,6.17E-09
Debias_Lasso,800,100,1500,22,0.01,0,0.03088131,0.00171021,0.015426424,3.82E-10
Debias_ElasticNet,800,100,1500,22,0.01,0,0.03088131,0.001710211,0.015426422,3.80E-10
Debias_Ridge,800,100,1500,22,0.01,0,0.03088131,0.00171037,0.01542092,1.25E-09
Imputed,800,100,1500,23,0.01,0,0.03088131,0.001896214,0.025438285,1.57E-08
Classical,800,100,1500,23,0.01,0,0.03088131,0.300774965,1.847413906,5.08E-08
PPI_lambda1,800,100,1500,23,0.01,0,0.03088131,0.001896018,0.025392701,1.36E-08
PPI_tuned,800,100,1500,23,0.01,0,0.03088131,0.001896018,0.025392701,1.36E-08
Debias_Lasso,800,100,1500,23,0.01,0,0.03088131,0.001896186,0.025454081,1.61E-08
Debias_ElasticNet,800,100,1500,23,0.01,0,0.03088131,0.001896186,0.025454081,1.61E-08
Debias_Ridge,800,100,1500,23,0.01,0,0.03088131,0.001895985,0.025415074,1.06E-08
Imputed,800,100,1500,24,0.01,0,0.03088131,0.001841678,0.018613017,3.84E-09
Classical,800,100,1500,24,0.01,0,0.03088131,0.294467979,1.885517153,2.73E-06
PPI_lambda1,800,100,1500,24,0.01,0,0.03088131,0.001842105,0.018656618,3.50E-08
PPI_tuned,800,100,1500,24,0.01,0,0.03088131,0.001842105,0.018656618,3.50E-08
Debias_Lasso,800,100,1500,24,0.01,0,0.03088131,0.001841863,0.018612534,2.37E-09
Debias_ElasticNet,800,100,1500,24,0.01,0,0.03088131,0.001841862,0.018612534,2.37E-09
Debias_Ridge,800,100,1500,24,0.01,0,0.03088131,0.001842142,0.018656516,4.40E-08
Imputed,800,100,1500,25,0.01,0,0.03088131,0.001808179,0.023920195,6.12E-09
Classical,800,100,1500,25,0.01,0,0.03088131,0.296012016,1.756312552,1.66E-06
PPI_lambda1,800,100,1500,25,0.01,0,0.03088131,0.00180884,0.024034706,8.23E-10
PPI_tuned,800,100,1500,25,0.01,0,0.03088131,0.00180884,0.024034706,8.23E-10
Debias_Lasso,800,100,1500,25,0.01,0,0.03088131,0.001808237,0.023922648,1.21E-08
Debias_ElasticNet,800,100,1500,25,0.01,0,0.03088131,0.001808237,0.023922648,1.21E-08
Debias_Ridge,800,100,1500,25,0.01,0,0.03088131,0.001808881,0.024037569,2.10E-11
Imputed,800,100,1500,26,0.01,0,0.03088131,0.001857087,0.020296218,9.41E-10
Classical,800,100,1500,26,0.01,0,0.03088131,0.291521465,1.713375984,6.43E-06
PPI_lambda1,800,100,1500,26,0.01,0,0.03088131,0.001857409,0.020338926,4.82E-11
PPI_tuned,800,100,1500,26,0.01,0,0.03088131,0.001857409,0.020338926,4.82E-11
Debias_Lasso,800,100,1500,26,0.01,0,0.03088131,0.001857077,0.020271465,1.09E-11
Debias_ElasticNet,800,100,1500,26,0.01,0,0.03088131,0.001857077,0.020271465,1.09E-11
Debias_Ridge,800,100,1500,26,0.01,0,0.03088131,0.001857369,0.020321969,2.44E-12
Imputed,800,100,1500,27,0.01,0,0.03088131,0.001824203,0.019044036,1.52E-09
Classical,800,100,1500,27,0.01,0,0.03088131,0.303363157,1.661227951,8.98E-08
PPI_lambda1,800,100,1500,27,0.01,0,0.03088131,0.001825149,0.019043136,2.21E-09
PPI_tuned,800,100,1500,27,0.01,0,0.03088131,0.001825149,0.019043136,2.21E-09
Debias_Lasso,800,100,1500,27,0.01,0,0.03088131,0.00182429,0.019068979,4.76E-09
Debias_ElasticNet,800,100,1500,27,0.01,0,0.03088131,0.00182429,0.019068979,4.76E-09
Debias_Ridge,800,100,1500,27,0.01,0,0.03088131,0.001825157,0.019068877,6.74E-09
Imputed,800,100,1500,28,0.01,0,0.03088131,0.001842512,0.021667657,1.44E-09
Classical,800,100,1500,28,0.01,0,0.03088131,0.297278697,1.500055358,8.53E-08
PPI_lambda1,800,100,1500,28,0.01,0,0.03088131,0.001842945,0.021668548,1.68E-08
PPI_tuned,800,100,1500,28,0.01,0,0.03088131,0.001842945,0.021668548,1.68E-08
Debias_Lasso,800,100,1500,28,0.01,0,0.03088131,0.001842444,0.021669923,1.20E-09
Debias_ElasticNet,800,100,1500,28,0.01,0,0.03088131,0.001842444,0.021669923,1.20E-09
Debias_Ridge,800,100,1500,28,0.01,0,0.03088131,0.001842965,0.021675408,8.05E-09
Imputed,800,100,1500,29,0.01,0,0.03088131,0.001690734,0.016742079,2.04E-09
Classical,800,100,1500,29,0.01,0,0.03088131,0.30787208,1.594551468,2.56E-08
PPI_lambda1,800,100,1500,29,0.01,0,0.03088131,0.00169073,0.016742394,6.47E-09
PPI_tuned,800,100,1500,29,0.01,0,0.03088131,0.00169073,0.016742394,6.47E-09
Debias_Lasso,800,100,1500,29,0.01,0,0.03088131,0.001690747,0.016740318,1.80E-09
Debias_ElasticNet,800,100,1500,29,0.01,0,0.03088131,0.001690747,0.016740319,1.80E-09
Debias_Ridge,800,100,1500,29,0.01,0,0.03088131,0.001690755,0.016739961,3.01E-09
Imputed,800,500,1500,0,0.01,0,0.03088131,0.005191502,0.057061514,1.97E-08
Classical,800,500,1500,0,0.01,0,0.03088131,0.134514339,1.449395628,9.12E-09
PPI_lambda1,800,500,1500,0,0.01,0,0.03088131,0.005193398,0.056945889,1.49E-07
PPI_tuned,800,500,1500,0,0.01,0,0.03088131,0.005193398,0.056945889,1.49E-07
Debias_Lasso,800,500,1500,0,0.01,0,0.03088131,0.005191589,0.05706053,2.14E-08
Debias_ElasticNet,800,500,1500,0,0.01,0,0.03088131,0.005191589,0.05706053,2.14E-08
Debias_Ridge,800,500,1500,0,0.01,0,0.03088131,0.005193231,0.056960303,9.93E-08
Imputed,800,500,1500,1,0.01,0,0.03088131,0.005546359,0.08582761,1.13E-07
Classical,800,500,1500,1,0.01,0,0.03088131,0.132063431,1.058914422,5.87E-08
PPI_lambda1,800,500,1500,1,0.01,0,0.03088131,0.005545456,0.086067138,1.30E-08
PPI_tuned,800,500,1500,1,0.01,0,0.03088131,0.005545456,0.086067138,1.30E-08
Debias_Lasso,800,500,1500,1,0.01,0,0.03088131,0.005546462,0.08585099,9.51E-08
Debias_ElasticNet,800,500,1500,1,0.01,0,0.03088131,0.005546462,0.08585099,9.51E-08
Debias_Ridge,800,500,1500,1,0.01,0,0.03088131,0.005545513,0.086064515,1.20E-08
Imputed,800,500,1500,2,0.01,0,0.03088131,0.004463107,0.06796427,7.67E-09
Classical,800,500,1500,2,0.01,0,0.03088131,0.130079659,1.410485016,5.00E-07
PPI_lambda1,800,500,1500,2,0.01,0,0.03088131,0.004460219,0.067821385,2.57E-08
PPI_tuned,800,500,1500,2,0.01,0,0.03088131,0.004460219,0.067821385,2.57E-08
Debias_Lasso,800,500,1500,2,0.01,0,0.03088131,0.004463073,0.067963645,7.39E-09
Debias_ElasticNet,800,500,1500,2,0.01,0,0.03088131,0.004463073,0.067963645,7.39E-09
Debias_Ridge,800,500,1500,2,0.01,0,0.03088131,0.004460264,0.067835455,2.87E-08
Imputed,800,500,1500,3,0.01,0,0.03088131,0.005151915,0.052512941,2.57E-08
Classical,800,500,1500,3,0.01,0,0.03088131,0.128146669,1.19851578,1.09E-08
PPI_lambda1,800,500,1500,3,0.01,0,0.03088131,0.005153486,0.052445676,3.81E-10
PPI_tuned,800,500,1500,3,0.01,0,0.03088131,0.005153486,0.052445676,3.81E-10
Debias_Lasso,800,500,1500,3,0.01,0,0.03088131,0.00515191,0.052510976,2.74E-08
Debias_ElasticNet,800,500,1500,3,0.01,0,0.03088131,0.00515191,0.052510976,2.74E-08
Debias_Ridge,800,500,1500,3,0.01,0,0.03088131,0.005153521,0.052464607,6.05E-10
Imputed,800,500,1500,4,0.01,0,0.03088131,0.005659659,0.082833155,3.33E-09
Classical,800,500,1500,4,0.01,0,0.03088131,0.131108233,1.111354244,9.46E-07
PPI_lambda1,800,500,1500,4,0.01,0,0.03088131,0.005660779,0.082948237,5.22E-08
PPI_tuned,800,500,1500,4,0.01,0,0.03088131,0.005660779,0.082948237,5.22E-08
Debias_Lasso,800,500,1500,4,0.01,0,0.03088131,0.005659825,0.082851806,3.05E-09
Debias_ElasticNet,800,500,1500,4,0.01,0,0.03088131,0.005659825,0.082851806,3.05E-09
Debias_Ridge,800,500,1500,4,0.01,0,0.03088131,0.005660701,0.082940926,9.14E-08
Imputed,800,500,1500,5,0.01,0,0.03088131,0.005158111,0.057021691,2.26E-08
Classical,800,500,1500,5,0.01,0,0.03088131,0.126398935,1.212522215,7.95E-10
PPI_lambda1,800,500,1500,5,0.01,0,0.03088131,0.005156506,0.057056442,1.97E-08
PPI_tuned,800,500,1500,5,0.01,0,0.03088131,0.005156506,0.057056442,1.97E-08
Debias_Lasso,800,500,1500,5,0.01,0,0.03088131,0.005158119,0.057026064,1.94E-08
Debias_ElasticNet,800,500,1500,5,0.01,0,0.03088131,0.005158119,0.057026064,1.94E-08
Debias_Ridge,800,500,1500,5,0.01,0,0.03088131,0.005156394,0.057034255,1.59E-08
Imputed,800,500,1500,6,0.01,0,0.03088131,0.005386831,0.051533625,2.94E-10
Classical,800,500,1500,6,0.01,0,0.03088131,0.136070864,1.616196459,2.19E-08
PPI_lambda1,800,500,1500,6,0.01,0,0.03088131,0.005388195,0.051593119,2.75E-09
PPI_tuned,800,500,1500,6,0.01,0,0.03088131,0.005388195,0.051593119,2.75E-09
Debias_Lasso,800,500,1500,6,0.01,0,0.03088131,0.005387115,0.051530448,1.55E-11
Debias_ElasticNet,800,500,1500,6,0.01,0,0.03088131,0.005387115,0.051530448,1.55E-11
Debias_Ridge,800,500,1500,6,0.01,0,0.03088131,0.005387895,0.051605548,3.30E-08
Imputed,800,500,1500,7,0.01,0,0.03088131,0.005010267,0.068425768,2.53E-08
Classical,800,500,1500,7,0.01,0,0.03088131,0.126906306,1.69511228,1.56E-07
PPI_lambda1,800,500,1500,7,0.01,0,0.03088131,0.005010663,0.068098974,1.57E-09
PPI_tuned,800,500,1500,7,0.01,0,0.03088131,0.005010663,0.068098974,1.57E-09
Debias_Lasso,800,500,1500,7,0.01,0,0.03088131,0.005009991,0.068441817,3.05E-08
Debias_ElasticNet,800,500,1500,7,0.01,0,0.03088131,0.005009991,0.068441817,3.05E-08
Debias_Ridge,800,500,1500,7,0.01,0,0.03088131,0.005009914,0.068167438,1.44E-09
Imputed,800,500,1500,8,0.01,0,0.03088131,0.005240518,0.045349016,1.73E-08
Classical,800,500,1500,8,0.01,0,0.03088131,0.127618537,1.103307273,1.41E-08
PPI_lambda1,800,500,1500,8,0.01,0,0.03088131,0.005241028,0.045047193,3.41E-08
PPI_tuned,800,500,1500,8,0.01,0,0.03088131,0.005241028,0.045047193,3.41E-08
Debias_Lasso,800,500,1500,8,0.01,0,0.03088131,0.005240046,0.045343327,7.75E-09
Debias_ElasticNet,800,500,1500,8,0.01,0,0.03088131,0.005240046,0.045343327,7.75E-09
Debias_Ridge,800,500,1500,8,0.01,0,0.03088131,0.005240394,0.045050381,2.92E-08
Imputed,800,500,1500,9,0.01,0,0.03088131,0.005087395,0.051543715,6.77E-08
Classical,800,500,1500,9,0.01,0,0.03088131,0.139433559,1.433858352,3.76E-08
PPI_lambda1,800,500,1500,9,0.01,0,0.03088131,0.005086599,0.052071775,3.40E-07
PPI_tuned,800,500,1500,9,0.01,0,0.03088131,0.005086599,0.052071775,3.40E-07
Debias_Lasso,800,500,1500,9,0.01,0,0.03088131,0.005087658,0.051544415,6.91E-08
Debias_ElasticNet,800,500,1500,9,0.01,0,0.03088131,0.005087658,0.051544415,6.91E-08
Debias_Ridge,800,500,1500,9,0.01,0,0.03088131,0.005087081,0.052027981,3.44E-07
Imputed,800,500,1500,10,0.01,0,0.03088131,0.005403937,0.046631313,2.41E-09
Classical,800,500,1500,10,0.01,0,0.03088131,0.132959152,1.125735969,9.72E-07
PPI_lambda1,800,500,1500,10,0.01,0,0.03088131,0.005400786,0.046200477,2.00E-08
PPI_tuned,800,500,1500,10,0.01,0,0.03088131,0.005400786,0.046200477,2.00E-08
Debias_Lasso,800,500,1500,10,0.01,0,0.03088131,0.005403779,0.046623216,5.58E-11
Debias_ElasticNet,800,500,1500,10,0.01,0,0.03088131,0.005403779,0.046623216,5.58E-11
Debias_Ridge,800,500,1500,10,0.01,0,0.03088131,0.0054008,0.046210935,6.17E-09
Imputed,800,500,1500,11,0.01,0,0.03088131,0.004574708,0.043709388,1.80E-09
Classical,800,500,1500,11,0.01,0,0.03088131,0.116964818,1.057170096,1.08E-06
PPI_lambda1,800,500,1500,11,0.01,0,0.03088131,0.004579834,0.043909828,2.24E-09
PPI_tuned,800,500,1500,11,0.01,0,0.03088131,0.004579834,0.043909828,2.24E-09
Debias_Lasso,800,500,1500,11,0.01,0,0.03088131,0.004574719,0.043704671,3.14E-09
Debias_ElasticNet,800,500,1500,11,0.01,0,0.03088131,0.004574719,0.043704671,3.14E-09
Debias_Ridge,800,500,1500,11,0.01,0,0.03088131,0.004579376,0.043890619,6.97E-10
Imputed,800,500,1500,12,0.01,0,0.03088131,0.005104972,0.089618888,1.13E-09
Classical,800,500,1500,12,0.01,0,0.03088131,0.127513418,1.300064772,3.64E-10
PPI_lambda1,800,500,1500,12,0.01,0,0.03088131,0.005106175,0.090048726,7.87E-09
PPI_tuned,800,500,1500,12,0.01,0,0.03088131,0.005106175,0.090048726,7.87E-09
Debias_Lasso,800,500,1500,12,0.01,0,0.03088131,0.005105374,0.089620267,1.10E-10
Debias_ElasticNet,800,500,1500,12,0.01,0,0.03088131,0.005105374,0.089620267,1.10E-10
Debias_Ridge,800,500,1500,12,0.01,0,0.03088131,0.005106636,0.090026202,7.83E-09
Imputed,800,500,1500,13,0.01,0,0.03088131,0.00546607,0.050412757,4.88E-08
Classical,800,500,1500,13,0.01,0,0.03088131,0.122678754,1.077185873,3.36E-06
PPI_lambda1,800,500,1500,13,0.01,0,0.03088131,0.005467823,0.050315442,1.52E-09
PPI_tuned,800,500,1500,13,0.01,0,0.03088131,0.005467823,0.050315442,1.52E-09
Debias_Lasso,800,500,1500,13,0.01,0,0.03088131,0.00546576,0.050421081,6.54E-08
Debias_ElasticNet,800,500,1500,13,0.01,0,0.03088131,0.00546576,0.050421081,6.54E-08
Debias_Ridge,800,500,1500,13,0.01,0,0.03088131,0.005467223,0.050393643,6.04E-09
Imputed,800,500,1500,14,0.01,0,0.03088131,0.00399775,0.048365022,2.08E-08
Classical,800,500,1500,14,0.01,0,0.03088131,0.136587339,1.290355463,4.96E-09
PPI_lambda1,800,500,1500,14,0.01,0,0.03088131,0.003996483,0.048293393,2.44E-08
PPI_tuned,800,500,1500,14,0.01,0,0.03088131,0.003996483,0.048293393,2.44E-08
Debias_Lasso,800,500,1500,14,0.01,0,0.03088131,0.003997644,0.048365606,2.20E-08
Debias_ElasticNet,800,500,1500,14,0.01,0,0.03088131,0.003997644,0.048365608,2.20E-08
Debias_Ridge,800,500,1500,14,0.01,0,0.03088131,0.00399708,0.048305671,1.55E-08
Imputed,800,500,1500,15,0.01,0,0.03088131,0.005848991,0.065528871,5.27E-09
Classical,800,500,1500,15,0.01,0,0.03088131,0.140846372,1.533419623,1.60E-06
PPI_lambda1,800,500,1500,15,0.01,0,0.03088131,0.005848815,0.065785556,1.18E-09
PPI_tuned,800,500,1500,15,0.01,0,0.03088131,0.005848815,0.065785556,1.18E-09
Debias_Lasso,800,500,1500,15,0.01,0,0.03088131,0.00584842,0.065580748,1.18E-10
Debias_ElasticNet,800,500,1500,15,0.01,0,0.03088131,0.00584842,0.065580748,1.18E-10
Debias_Ridge,800,500,1500,15,0.01,0,0.03088131,0.005848044,0.065777162,1.47E-09
Imputed,800,500,1500,16,0.01,0,0.03088131,0.004450941,0.045116607,4.81E-08
Classical,800,500,1500,16,0.01,0,0.03088131,0.125367586,1.38634288,5.74E-11
PPI_lambda1,800,500,1500,16,0.01,0,0.03088131,0.004453633,0.045415056,6.48E-08
PPI_tuned,800,500,1500,16,0.01,0,0.03088131,0.004453633,0.045415056,6.48E-08
Debias_Lasso,800,500,1500,16,0.01,0,0.03088131,0.004450873,0.045116564,4.49E-08
Debias_ElasticNet,800,500,1500,16,0.01,0,0.03088131,0.004450873,0.045116564,4.49E-08
Debias_Ridge,800,500,1500,16,0.01,0,0.03088131,0.004454105,0.045392848,2.16E-08
Imputed,800,500,1500,17,0.01,0,0.03088131,0.005822054,0.055751105,7.40E-09
Classical,800,500,1500,17,0.01,0,0.03088131,0.130640475,1.181213194,4.89E-07
PPI_lambda1,800,500,1500,17,0.01,0,0.03088131,0.005822348,0.055592686,2.36E-08
PPI_tuned,800,500,1500,17,0.01,0,0.03088131,0.005822348,0.055592686,2.36E-08
Debias_Lasso,800,500,1500,17,0.01,0,0.03088131,0.005822027,0.055749531,7.38E-09
Debias_ElasticNet,800,500,1500,17,0.01,0,0.03088131,0.005822027,0.055749531,7.38E-09
Debias_Ridge,800,500,1500,17,0.01,0,0.03088131,0.005821817,0.055585866,4.04E-08
Imputed,800,500,1500,18,0.01,0,0.03088131,0.004889377,0.051095114,7.53E-08
Classical,800,500,1500,18,0.01,0,0.03088131,0.122987564,1.363225131,5.37E-08
PPI_lambda1,800,500,1500,18,0.01,0,0.03088131,0.004891705,0.051559146,2.51E-08
PPI_tuned,800,500,1500,18,0.01,0,0.03088131,0.004891705,0.051559146,2.51E-08
Debias_Lasso,800,500,1500,18,0.01,0,0.03088131,0.004889256,0.051100758,5.40E-08
Debias_ElasticNet,800,500,1500,18,0.01,0,0.03088131,0.004889256,0.051100758,5.40E-08
Debias_Ridge,800,500,1500,18,0.01,0,0.03088131,0.004891689,0.051510323,1.27E-08
Imputed,800,500,1500,19,0.01,0,0.03088131,0.005334585,0.052023132,1.45E-07
Classical,800,500,1500,19,0.01,0,0.03088131,0.137611958,2.263454524,1.61E-09
PPI_lambda1,800,500,1500,19,0.01,0,0.03088131,0.005336082,0.051983033,8.23E-09
PPI_tuned,800,500,1500,19,0.01,0,0.03088131,0.005336082,0.051983033,8.23E-09
Debias_Lasso,800,500,1500,19,0.01,0,0.03088131,0.005334618,0.052026647,1.51E-07
Debias_ElasticNet,800,500,1500,19,0.01,0,0.03088131,0.005334618,0.052026647,1.51E-07
Debias_Ridge,800,500,1500,19,0.01,0,0.03088131,0.005335442,0.051963262,1.55E-09
Imputed,800,500,1500,20,0.01,0,0.03088131,0.005543315,0.069261458,1.43E-08
Classical,800,500,1500,20,0.01,0,0.03088131,0.128197379,0.96307562,1.86E-09
PPI_lambda1,800,500,1500,20,0.01,0,0.03088131,0.005543698,0.069534011,1.17E-10
PPI_tuned,800,500,1500,20,0.01,0,0.03088131,0.005543698,0.069534011,1.17E-10
Debias_Lasso,800,500,1500,20,0.01,0,0.03088131,0.005543052,0.069266963,1.09E-08
Debias_ElasticNet,800,500,1500,20,0.01,0,0.03088131,0.005543052,0.069266963,1.09E-08
Debias_Ridge,800,500,1500,20,0.01,0,0.03088131,0.005543762,0.06950764,3.81E-10
Imputed,800,500,1500,21,0.01,0,0.03088131,0.005588958,0.055672245,9.95E-08
Classical,800,500,1500,21,0.01,0,0.03088131,0.123323518,1.506742421,5.94E-07
PPI_lambda1,800,500,1500,21,0.01,0,0.03088131,0.005588052,0.055589582,2.63E-08
PPI_tuned,800,500,1500,21,0.01,0,0.03088131,0.005588052,0.055589582,2.63E-08
Debias_Lasso,800,500,1500,21,0.01,0,0.03088131,0.005588554,0.055667021,8.34E-08
Debias_ElasticNet,800,500,1500,21,0.01,0,0.03088131,0.005588554,0.055667019,8.34E-08
Debias_Ridge,800,500,1500,21,0.01,0,0.03088131,0.005588153,0.055597198,4.09E-08
Imputed,800,500,1500,22,0.01,0,0.03088131,0.005276038,0.051157661,4.85E-10
Classical,800,500,1500,22,0.01,0,0.03088131,0.129833935,0.951302572,3.06E-07
PPI_lambda1,800,500,1500,22,0.01,0,0.03088131,0.00527723,0.051437752,1.11E-10
PPI_tuned,800,500,1500,22,0.01,0,0.03088131,0.00527723,0.051437752,1.11E-10
Debias_Lasso,800,500,1500,22,0.01,0,0.03088131,0.005275956,0.05116614,2.04E-11
Debias_ElasticNet,800,500,1500,22,0.01,0,0.03088131,0.005275956,0.05116614,2.04E-11
Debias_Ridge,800,500,1500,22,0.01,0,0.03088131,0.005276861,0.051438516,1.41E-09
Imputed,800,500,1500,23,0.01,0,0.03088131,0.005755199,0.067052718,3.31E-09
Classical,800,500,1500,23,0.01,0,0.03088131,0.131959104,1.361327391,6.42E-07
PPI_lambda1,800,500,1500,23,0.01,0,0.03088131,0.005761452,0.067444486,1.14E-10
PPI_tuned,800,500,1500,23,0.01,0,0.03088131,0.005761452,0.067444486,1.14E-10
Debias_Lasso,800,500,1500,23,0.01,0,0.03088131,0.005755247,0.067059453,3.20E-09
Debias_ElasticNet,800,500,1500,23,0.01,0,0.03088131,0.005755247,0.067059453,3.20E-09
Debias_Ridge,800,500,1500,23,0.01,0,0.03088131,0.005760917,0.067427383,2.64E-09
Imputed,800,500,1500,24,0.01,0,0.03088131,0.005313718,0.041339395,1.92E-08
Classical,800,500,1500,24,0.01,0,0.03088131,0.127762772,1.160215761,3.19E-06
PPI_lambda1,800,500,1500,24,0.01,0,0.03088131,0.005316428,0.040990751,1.34E-09
PPI_tuned,800,500,1500,24,0.01,0,0.03088131,0.005316428,0.040990751,1.34E-09
Debias_Lasso,800,500,1500,24,0.01,0,0.03088131,0.005313693,0.041349455,2.32E-08
Debias_ElasticNet,800,500,1500,24,0.01,0,0.03088131,0.005313693,0.041349455,2.32E-08
Debias_Ridge,800,500,1500,24,0.01,0,0.03088131,0.005316279,0.041044089,1.20E-12
Imputed,800,500,1500,25,0.01,0,0.03088131,0.004796234,0.053780008,1.86E-09
Classical,800,500,1500,25,0.01,0,0.03088131,0.130654832,1.595294425,2.65E-06
PPI_lambda1,800,500,1500,25,0.01,0,0.03088131,0.004801499,0.053641661,2.33E-10
PPI_tuned,800,500,1500,25,0.01,0,0.03088131,0.004801499,0.053641661,2.33E-10
Debias_Lasso,800,500,1500,25,0.01,0,0.03088131,0.004796231,0.053779932,1.91E-09
Debias_ElasticNet,800,500,1500,25,0.01,0,0.03088131,0.004796231,0.053779932,1.91E-09
Debias_Ridge,800,500,1500,25,0.01,0,0.03088131,0.0048008,0.053665823,9.20E-11
Imputed,800,500,1500,26,0.01,0,0.03088131,0.006265964,0.058459702,1.65E-08
Classical,800,500,1500,26,0.01,0,0.03088131,0.127407773,1.264294933,4.82E-08
PPI_lambda1,800,500,1500,26,0.01,0,0.03088131,0.006265428,0.058495495,1.68E-07
PPI_tuned,800,500,1500,26,0.01,0,0.03088131,0.006265428,0.058495495,1.68E-07
Debias_Lasso,800,500,1500,26,0.01,0,0.03088131,0.006265837,0.058447147,2.70E-08
Debias_ElasticNet,800,500,1500,26,0.01,0,0.03088131,0.006265837,0.058447147,2.70E-08
Debias_Ridge,800,500,1500,26,0.01,0,0.03088131,0.006265043,0.058429525,1.07E-07
Imputed,800,500,1500,27,0.01,0,0.03088131,0.004783839,0.052745441,4.04E-10
Classical,800,500,1500,27,0.01,0,0.03088131,0.120412645,1.419818856,3.88E-09
PPI_lambda1,800,500,1500,27,0.01,0,0.03088131,0.004783859,0.052224157,2.53E-08
PPI_tuned,800,500,1500,27,0.01,0,0.03088131,0.004783859,0.052224157,2.53E-08
Debias_Lasso,800,500,1500,27,0.01,0,0.03088131,0.004783732,0.05274746,1.87E-10
Debias_ElasticNet,800,500,1500,27,0.01,0,0.03088131,0.004783732,0.05274746,1.87E-10
Debias_Ridge,800,500,1500,27,0.01,0,0.03088131,0.00478453,0.052276479,2.77E-08
Imputed,800,500,1500,28,0.01,0,0.03088131,0.005159847,0.065211933,1.40E-07
Classical,800,500,1500,28,0.01,0,0.03088131,0.124227491,1.113164282,1.39E-06
PPI_lambda1,800,500,1500,28,0.01,0,0.03088131,0.005155237,0.065233329,1.18E-09
PPI_tuned,800,500,1500,28,0.01,0,0.03088131,0.005155237,0.065233329,1.18E-09
